Count,Message,Traceback,Nodes
3,timed out,"  File ""/usr/lib/python3.10/site-packages/locust/user/task.py"", line 319, in run
    self.execute_next_task()
  File ""/usr/lib/python3.10/site-packages/locust/user/task.py"", line 344, in execute_next_task
    self.execute_task(self._task_queue.pop(0))
  File ""/usr/lib/python3.10/site-packages/locust/user/task.py"", line 356, in execute_task
    task(self)
  File ""/home/joao/Desenvolvimento/tcc/docker/Locust/locustfile2.py"", line 53, in task_pub
    self.client.reconnect()
  File ""/home/joao/.local/lib/python3.10/site-packages/paho/mqtt/client.py"", line 1044, in reconnect
    sock = self._create_socket_connection()
  File ""/home/joao/.local/lib/python3.10/site-packages/paho/mqtt/client.py"", line 3685, in _create_socket_connection
    return socket.create_connection(addr, timeout=self._connect_timeout, source_address=source)
  File ""/home/joao/.local/lib/python3.10/site-packages/gevent/socket.py"", line 101, in create_connection
    sock.connect(sa)
  File ""/home/joao/.local/lib/python3.10/site-packages/gevent/_socketcommon.py"", line 613, in connect
    self._wait(self._write_event)
  File ""src/gevent/_hub_primitives.py"", line 317, in gevent._gevent_c_hub_primitives.wait_on_socket
  File ""src/gevent/_hub_primitives.py"", line 322, in gevent._gevent_c_hub_primitives.wait_on_socket
  File ""src/gevent/_hub_primitives.py"", line 313, in gevent._gevent_c_hub_primitives._primitive_wait
  File ""src/gevent/_hub_primitives.py"", line 314, in gevent._gevent_c_hub_primitives._primitive_wait
  File ""src/gevent/_hub_primitives.py"", line 46, in gevent._gevent_c_hub_primitives.WaitOperationsGreenlet.wait
  File ""src/gevent/_hub_primitives.py"", line 46, in gevent._gevent_c_hub_primitives.WaitOperationsGreenlet.wait
  File ""src/gevent/_hub_primitives.py"", line 55, in gevent._gevent_c_hub_primitives.WaitOperationsGreenlet.wait
  File ""src/gevent/_waiter.py"", line 154, in gevent._gevent_c_waiter.Waiter.get
  File ""src/gevent/_greenlet_primitives.py"", line 61, in gevent._gevent_c_greenlet_primitives.SwitchOutGreenletWithLoop.switch
  File ""src/gevent/_greenlet_primitives.py"", line 61, in gevent._gevent_c_greenlet_primitives.SwitchOutGreenletWithLoop.switch
  File ""src/gevent/_greenlet_primitives.py"", line 65, in gevent._gevent_c_greenlet_primitives.SwitchOutGreenletWithLoop.switch
  File ""src/gevent/_gevent_c_greenlet_primitives.pxd"", line 35, in gevent._gevent_c_greenlet_primitives._greenlet_switch
",local
